building_type,price,construction_Year,building_condition,heating_Type,bedroom,province
apartment,290000,1920,torenovate,gas,2,Brussels
apartment,195000,1967,justrenovated,gas,1,Brussels
apartment,260000,1969,good,gas,2,Brussels
apartment,189000,1975,justrenovated,electric,1,Brussels
apartment,340000,2022,justrenovated,gas,1,Brussels
apartment,435000,2022,justrenovated,gas,1,Brussels
apartment,470000,2022,justrenovated,gas,1,Brussels
apartment,495000,2022,justrenovated,gas,2,Brussels
apartment,645000,2022,justrenovated,gas,2,Brussels
house,559000,1924,torenovate,gas,5,Brussels
house,655000,1925,justrenovated,gas,5,Brussels
house,795000,1887,good,gas,4,Brussels
house,790000,1903,good,gas,5,Brussels
apartment,310000,1976,justrenovated,gas,3,Brussels
house,335000,2022,good,gas,3,Brussels
house,749000,1930,justrenovated,gas,5,Brussels
apartment,595000,2008,justrenovated,gas,3,Brussels
apartment,675000,2019,justrenovated,gas,2,Brussels
apartment,695000,2022,justrenovated,gas,2,Brussels
apartment,199990,1968,torenovate,gas,3,Brussels
apartment,235000,1958,torenovate,fueloil,1,Brussels
apartment,235000,1955,good,gas,2,Brussels
apartment,239000,1968,torenovate,gas,2,Brussels
house,540000,1900,justrenovated,gas,4,Brussels
house,580000,1950,good,gas,3,Brussels
apartment,285000,1979,good,gas,3,Brussels
apartment,295000,1852,justrenovated,gas,1,Brussels
house,590000,1857,torenovate,gas,5,Brussels
apartment,235000,1960,good,gas,1,Brussels
house,450000,1930,torenovate,gas,4,Brussels
house,450000,1966,good,gas,2,Brussels
apartment,550000,1992,justrenovated,gas,3,Brussels
apartment,245000,1968,good,gas,2,Brussels
apartment,215000,1970,good,gas,2,Brussels
apartment,325000,2012,justrenovated,gas,2,Brussels
apartment,450000,2003,justrenovated,gas,2,Brussels
apartment,635000,2013,good,gas,3,Brussels
apartment,675000,2021,justrenovated,gas,2,Brussels
apartment,219000,1931,good,gas,1,Brussels
apartment,380000,1990,good,gas,2,Brussels
apartment,165000,1983,torenovate,gas,1,Brussels
apartment,535000,1958,justrenovated,gas,2,Brussels
apartment,545000,1973,justrenovated,gas,2,Brussels
apartment,550000,1994,torenovate,gas,2,Brussels
apartment,570000,1912,justrenovated,gas,2,Brussels
apartment,590000,1930,justrenovated,gas,3,Brussels
apartment,599000,1976,good,electric,3,Brussels
house,379000,1900,torenovate,gas,3,Brussels
apartment,655000,1964,justrenovated,gas,3,Brussels
apartment,695000,2022,justrenovated,gas,2,Brussels
apartment,695000,2022,justrenovated,gas,2,Brussels
apartment,695000,2017,justrenovated,gas,2,Brussels
apartment,715000,1997,justrenovated,gas,3,Brussels
apartment,745000,1930,justrenovated,fueloil,3,Brussels
apartment,695000,1874,justrenovated,gas,3,Brussels
apartment,170000,1914,good,gas,1,Brussels
apartment,620000,1958,good,fueloil,3,Brussels
apartment,169000,1969,good,gas,2,Brussels
apartment,185000,1965,good,gas,1,Brussels
apartment,190000,1982,torenovate,gas,2,Brussels
apartment,195000,1967,good,gas,2,Brussels
apartment,195000,1915,good,gas,1,Brussels
apartment,160000,1974,torenovate,fueloil,1,Brussels
apartment,199000,1958,torenovate,gas,2,Brussels
apartment,199000,1976,good,gas,2,Brussels
apartment,209000,1976,justrenovated,fueloil,2,Brussels
apartment,210000,1956,torenovate,gas,2,Brussels
apartment,215000,1967,torenovate,fueloil,2,Brussels
apartment,215000,1960,torenovate,gas,2,Brussels
apartment,219000,1909,justrenovated,gas,2,Brussels
apartment,220000,1957,torenovate,gas,2,Brussels
apartment,199000,1966,torenovate,gas,3,Brussels
house,735000,1895,torenovate,gas,4,Brussels
apartment,179000,1960,torenovate,gas,1,Brussels
apartment,322000,2022,good,gas,1,Brussels
apartment,429000,2008,justrenovated,gas,3,Brussels
apartment,495000,1953,justrenovated,fueloil,3,Brussels
apartment,720000,1948,torenovate,gas,4,Brussels
apartment,275000,2022,justrenovated,gas,1,Brussels
apartment,299000,2025,justrenovated,gas,1,Brussels
house,750000,1920,torenovate,fueloil,4,Brussels
apartment,370000,2019,justrenovated,gas,1,Brussels
apartment,370000,2017,justrenovated,gas,1,Brussels
house,399000,1932,good,gas,4,Brussels
house,375000,1928,torenovate,gas,3,Brussels
apartment,480000,2013,justrenovated,gas,2,Brussels
apartment,590000,1912,good,fueloil,2,Brussels
apartment,265000,2021,good,gas,1,Brussels
apartment,283000,2021,good,gas,1,Brussels
apartment,369000,2014,justrenovated,gas,2,Brussels
apartment,495000,1958,good,fueloil,4,Brussels
apartment,495000,2008,justrenovated,gas,2,Brussels
apartment,495000,1975,good,gas,3,Brussels
apartment,495000,1975,good,gas,3,Brussels
house,745000,1911,justrenovated,gas,4,Brussels
apartment,295000,1930,good,gas,1,Brussels
apartment,295000,1903,justrenovated,gas,2,Brussels
apartment,295000,1954,justrenovated,gas,2,Brussels
apartment,295000,1960,justrenovated,fueloil,2,Brussels
apartment,295000,1959,good,gas,1,Brussels
apartment,295000,2000,good,gas,1,Brussels
house,740000,1935,justrenovated,gas,7,Brussels
house,725000,1911,good,gas,7,Brussels
apartment,289000,2016,good,gas,1,Brussels
apartment,299000,2012,justrenovated,gas,2,Brussels
apartment,299000,2012,justrenovated,gas,2,Brussels
apartment,299000,1993,good,gas,3,Brussels
apartment,299000,1957,good,gas,2,Brussels
house,715000,1920,torenovate,electric,7,Brussels
apartment,315000,1960,torenovate,gas,2,Brussels
house,695000,1936,good,gas,5,Brussels
apartment,320000,1972,justrenovated,gas,1,Brussels
apartment,325000,2008,justrenovated,gas,2,Brussels
apartment,329000,1968,torenovate,gas,2,Brussels
apartment,299000,1958,torenovate,fueloil,3,Brussels
apartment,285000,1956,justrenovated,gas,2,Brussels
apartment,285000,1958,good,gas,2,Brussels
apartment,280000,1965,good,gas,3,Brussels
apartment,239000,1966,justrenovated,gas,2,Brussels
apartment,240000,1939,good,gas,1,Brussels
apartment,245000,1994,good,gas,2,Brussels
apartment,249000,1969,good,gas,2,Brussels
apartment,250000,1950,good,gas,1,Brussels
apartment,255000,1962,good,gas,2,Brussels
apartment,255000,1974,torenovate,gas,2,Brussels
apartment,259000,1930,good,gas,2,Brussels
house,219000,1925,good,gas,1,Brussels
house,795000,1984,justrenovated,gas,3,Brussels
apartment,260000,1972,good,gas,3,Brussels
apartment,265000,1940,justrenovated,gas,1,Brussels
apartment,265000,1960,good,gas,2,Brussels
apartment,265000,2001,good,electric,2,Brussels
apartment,265000,1971,justrenovated,fueloil,2,Brussels
apartment,265000,1965,good,gas,2,Brussels
house,795000,1930,good,gas,4,Brussels
apartment,270000,1971,torenovate,gas,2,Brussels
apartment,275000,1930,good,gas,2,Brussels
apartment,329000,1961,good,fueloil,2,Brussels
apartment,220000,1970,justrenovated,gas,2,Brussels
apartment,329000,2013,good,gas,2,Brussels
apartment,335000,1953,good,fueloil,2,Brussels
apartment,399000,1950,good,fueloil,3,Brussels
apartment,399000,1950,good,fueloil,3,Brussels
apartment,399000,1960,torenovate,gas,3,Brussels
apartment,399000,1930,good,gas,2,Brussels
apartment,399000,1970,good,gas,2,Brussels
apartment,399000,1975,justrenovated,gas,2,Brussels
apartment,400000,2012,justrenovated,gas,1,Brussels
apartment,415000,1950,justrenovated,fueloil,1,Brussels
apartment,419000,1936,good,fueloil,2,Brussels
apartment,398000,1930,good,fueloil,3,Brussels
apartment,420000,1980,good,gas,3,Brussels
apartment,424900,1950,good,gas,2,Brussels
apartment,439000,1995,justrenovated,electric,2,Brussels
apartment,440000,1927,justrenovated,gas,2,Brussels
apartment,449000,2001,justrenovated,gas,3,Brussels
apartment,450000,2015,justrenovated,gas,2,Brussels
apartment,450000,1959,justrenovated,gas,4,Brussels
apartment,465000,2018,justrenovated,gas,2,Brussels
apartment,480000,2013,justrenovated,gas,2,Brussels
apartment,490000,2007,justrenovated,gas,2,Brussels
apartment,424900,1950,good,gas,2,Brussels
house,645000,1958,good,gas,3,Brussels
apartment,385000,1970,justrenovated,gas,2,Brussels
apartment,385000,1963,good,gas,2,Brussels
apartment,339500,1958,good,gas,3,Brussels
apartment,340000,1991,justrenovated,gas,2,Brussels
apartment,340000,1999,justrenovated,gas,3,Brussels
apartment,340000,1964,justrenovated,gas,3,Brussels
apartment,345000,1950,torenovate,gas,2,Brussels
apartment,345000,1978,torenovate,gas,2,Brussels
apartment,345000,1965,justrenovated,gas,2,Brussels
apartment,345000,1964,justrenovated,gas,2,Brussels
apartment,345000,1965,justrenovated,gas,3,Brussels
apartment,349000,1973,torenovate,gas,3,Brussels
apartment,349500,1956,good,gas,2,Brussels
apartment,350000,2018,good,gas,2,Brussels
apartment,350000,1979,torenovate,gas,2,Brussels
apartment,350000,1979,good,gas,2,Brussels
apartment,350000,1969,good,gas,2,Brussels
apartment,364500,1930,good,gas,3,Brussels
apartment,375000,1900,justrenovated,gas,2,Brussels
apartment,375000,1964,justrenovated,fueloil,2,Brussels
apartment,375000,1970,justrenovated,gas,2,Brussels
apartment,380000,1973,justrenovated,gas,2,Brussels
apartment,380000,1964,good,fueloil,3,Brussels
apartment,335000,1935,justrenovated,gas,1,Brussels
apartment,475000,1930,good,gas,2,Brussels
apartment,745000,1918,justrenovated,gas,2,Brussels
apartment,370000,1932,justrenovated,electric,1,Brussels
apartment,375000,2008,justrenovated,gas,1,Brussels
apartment,375000,1932,justrenovated,gas,1,Brussels
apartment,399000,1964,torenovate,gas,3,Brussels
apartment,399000,1958,torenovate,fueloil,2,Brussels
apartment,400000,1990,good,gas,2,Brussels
apartment,410000,2022,justrenovated,gas,3,Brussels
apartment,410000,1964,torenovate,gas,3,Brussels
apartment,420000,1936,good,gas,2,Brussels
apartment,370000,1932,justrenovated,gas,1,Brussels
apartment,425000,1957,torenovate,fueloil,2,Brussels
apartment,449000,1920,justrenovated,gas,2,Brussels
apartment,450000,1930,torenovate,gas,2,Brussels
apartment,480000,1958,good,gas,3,Brussels
apartment,495000,1938,good,gas,2,Brussels
apartment,520000,1947,justrenovated,gas,2,Brussels
apartment,520000,1947,justrenovated,gas,2,Brussels
apartment,535000,1958,good,gas,3,Brussels
apartment,540000,1900,justrenovated,gas,4,Brussels
apartment,445000,1970,good,gas,3,Brussels
apartment,540000,1958,good,fueloil,3,Brussels
apartment,360000,1960,justrenovated,fueloil,1,Brussels
apartment,345000,1930,good,gas,2,Brussels
house,479000,1950,torenovate,gas,3,Brussels
apartment,285000,1960,good,gas,2,Brussels
house,475000,1900,justrenovated,gas,3,Brussels
apartment,289000,1975,good,gas,2,Brussels
apartment,295000,1940,justrenovated,gas,2,Brussels
apartment,295000,1940,justrenovated,gas,2,Brussels
apartment,299000,1950,justrenovated,gas,1,Brussels
apartment,299000,1964,good,gas,1,Brussels
apartment,300000,2018,justrenovated,gas,1,Brussels
apartment,350000,1942,good,gas,3,Brussels
apartment,309500,1997,justrenovated,gas,2,Brussels
apartment,315000,1999,justrenovated,gas,2,Brussels
apartment,335000,1964,torenovate,fueloil,3,Brussels
apartment,335000,1975,good,gas,2,Brussels
apartment,339000,1968,justrenovated,gas,2,Brussels
apartment,345000,1930,good,gas,1,Brussels
apartment,345000,1932,justrenovated,gas,4,Brussels
apartment,345000,1991,good,gas,2,Brussels
apartment,310000,2018,justrenovated,gas,2,Brussels
apartment,545000,1940,justrenovated,gas,3,Brussels
apartment,570000,2009,justrenovated,gas,2,Brussels
house,615000,1910,justrenovated,gas,4,Brussels
apartment,348000,1950,justrenovated,electric,2,Brussels
house,550000,1937,torenovate,fueloil,5,Brussels
apartment,400000,2019,justrenovated,gas,1,Brussels
apartment,424000,2022,justrenovated,gas,2,Brussels
apartment,434000,2022,justrenovated,gas,2,Brussels
apartment,545000,1940,justrenovated,gas,3,Brussels
apartment,570000,2009,justrenovated,gas,2,Brussels
apartment,595000,1900,justrenovated,gas,2,Brussels
apartment,595000,1968,torenovate,fueloil,3,Brussels
apartment,595000,1950,justrenovated,gas,3,Brussels
apartment,600000,1955,torenovate,fueloil,3,Brussels
apartment,619000,1958,good,fueloil,4,Brussels
apartment,619000,1958,good,fueloil,4,Brussels
apartment,620000,1968,justrenovated,gas,3,Brussels
apartment,635000,1956,justrenovated,gas,2,Brussels
apartment,650000,1956,justrenovated,fueloil,2,Brussels
apartment,730000,1992,justrenovated,gas,3,Brussels
apartment,745000,2025,justrenovated,gas,3,Brussels
apartment,790000,2006,good,gas,3,Brussels
apartment,795000,1850,justrenovated,gas,3,Brussels
apartment,795000,1969,justrenovated,fueloil,3,Brussels
apartment,695000,1900,justrenovated,gas,2,Brussels
house,289000,1946,good,gas,2,Brussels
apartment,265000,1959,good,gas,1,Brussels
apartment,250000,1972,good,gas,2,Brussels
house,745000,1910,good,gas,3,Brussels
house,745000,1920,good,gas,5,Brussels
house,430000,1985,good,electric,3,Brussels
house,350000,1928,torenovate,gas,4,Brussels
house,299000,1920,good,gas,2,Brussels
apartment,540000,2014,justrenovated,gas,2,Brussels
house,650000,1940,good,gas,4,Brussels
apartment,349500,2019,justrenovated,gas,2,Brussels
apartment,160000,1917,good,gas,1,Brussels
apartment,199000,1975,good,gas,1,Brussels
house,575000,1907,torenovate,gas,5,Brussels
apartment,255000,1950,good,gas,1,Brussels
apartment,285000,2013,good,gas,2,Brussels
apartment,290000,2014,justrenovated,gas,2,Brussels
apartment,350000,2005,good,gas,2,Brussels
apartment,350000,1900,justrenovated,gas,3,Brussels
apartment,350000,2000,justrenovated,gas,2,Brussels
apartment,399000,2008,good,gas,3,Brussels
apartment,420000,1957,good,gas,3,Brussels
apartment,679000,2022,good,gas,3,Brussels
apartment,680000,1990,justrenovated,gas,3,Brussels
apartment,690000,2018,justrenovated,gas,1,Brussels
apartment,695000,1974,torenovate,gas,4,Brussels
apartment,695000,2016,justrenovated,gas,3,Brussels
apartment,699000,1976,justrenovated,electric,3,Brussels
apartment,699000,2000,justrenovated,gas,3,Brussels
apartment,765000,1930,justrenovated,gas,3,Brussels
apartment,795000,1992,torenovate,gas,5,Brussels
apartment,799000,2001,good,gas,3,Brussels
house,645000,1903,good,gas,4,Brussels
apartment,545000,2022,good,gas,3,Brussels
apartment,750000,1983,good,gas,5,Brussels
apartment,185000,1970,good,gas,2,Brussels
apartment,227000,1985,torenovate,electric,2,Brussels
apartment,399000,1931,justrenovated,pellet,2,Brussels
apartment,535000,1950,justrenovated,gas,1,Brussels
apartment,555000,1938,justrenovated,gas,2,Brussels
apartment,480000,1970,justrenovated,gas,3,Brussels
house,750000,1955,justrenovated,gas,3,Brussels
apartment,355500,2021,justrenovated,gas,2,Brussels
apartment,129000,1974,torenovate,gas,1,Brussels
apartment,169000,1973,torenovate,gas,1,Brussels
apartment,195000,1960,good,gas,2,Brussels
apartment,195000,1972,torenovate,gas,1,Brussels
apartment,210000,1957,torenovate,gas,2,Brussels
apartment,220000,1970,torenovate,gas,1,Brussels
apartment,225000,1970,good,gas,2,Brussels
apartment,235000,1938,torenovate,gas,1,Brussels
apartment,239000,1958,torenovate,fueloil,2,Brussels
house,650000,1913,torenovate,gas,4,Brussels
apartment,745000,1918,justrenovated,gas,3,Brussels
apartment,425000,1971,justrenovated,gas,2,Brussels
apartment,165000,1914,good,gas,1,Brussels
apartment,555000,1938,justrenovated,gas,2,Brussels
apartment,449000,2003,good,gas,2,Brussels
apartment,475000,2016,justrenovated,gas,2,Brussels
house,699000,1920,torenovate,gas,8,Brussels
apartment,489000,2022,justrenovated,gas,2,Brussels
apartment,489000,2022,justrenovated,gas,2,Brussels
apartment,795000,2020,justrenovated,gas,3,Brussels
apartment,249000,1967,justrenovated,gas,3,Brussels
apartment,250000,1927,good,gas,2,Brussels
apartment,253000,1967,torenovate,gas,2,Brussels
apartment,255000,1955,justrenovated,gas,2,Brussels
apartment,265000,1969,good,gas,3,Brussels
apartment,269000,1994,justrenovated,gas,2,Brussels
apartment,245000,1965,good,fueloil,2,Brussels
apartment,269000,1972,good,gas,3,Brussels
apartment,275000,1966,good,fueloil,2,Brussels
apartment,279000,1932,good,gas,2,Brussels
apartment,285000,1965,good,gas,1,Brussels
apartment,285000,1953,good,fueloil,1,Brussels
apartment,289000,1979,good,fueloil,3,Brussels
apartment,291000,2009,good,electric,3,Brussels
house,435000,1952,good,gas,3,Brussels
apartment,299000,2009,justrenovated,electric,2,Brussels
apartment,299000,2009,justrenovated,electric,2,Brussels
house,750000,1930,torenovate,gas,6,Brussels
apartment,299000,2009,justrenovated,electric,2,Brussels
apartment,240000,1965,good,gas,3,Brussels
apartment,175000,1968,torenovate,gas,1,Brussels
apartment,695000,1957,justrenovated,gas,2,Brussels
house,420000,1930,good,gas,3,Brussels
house,389000,1950,torenovate,fueloil,3,Brussels
house,595000,1963,good,gas,4,Brussels
apartment,160000,1960,good,fueloil,3,Brussels
apartment,200000,1980,good,gas,2,Brussels
apartment,205000,1974,torenovate,electric,2,Brussels
apartment,210000,1966,good,gas,1,Brussels
apartment,210000,1960,torenovate,gas,1,Brussels
apartment,215000,1965,good,gas,2,Brussels
house,565000,2012,justrenovated,gas,4,Brussels
apartment,157000,1995,good,electric,1,Brussels
apartment,310000,1988,justrenovated,gas,2,Brussels
apartment,325000,1964,good,gas,3,Brussels
house,399000,1918,torenovate,gas,4,Brussels
apartment,250000,1935,justrenovated,gas,1,Brussels
apartment,159000,1965,torenovate,gas,2,Brussels
house,590000,1963,good,gas,4,Brussels
apartment,434000,2022,justrenovated,gas,2,Brussels
house,799000,1930,good,gas,4,Brussels
house,799000,1930,good,gas,4,Brussels
apartment,348992,2022,good,gas,2,Brussels
apartment,715000,2022,justrenovated,gas,3,Brussels
apartment,695000,1930,justrenovated,gas,2,Brussels
house,449000,1895,good,gas,4,Brussels
apartment,325000,1976,good,gas,2,Brussels
apartment,325000,1960,justrenovated,fueloil,2,Brussels
apartment,335000,1970,good,gas,3,Brussels
apartment,349000,1972,good,gas,2,Brussels
apartment,375000,2014,good,gas,2,Brussels
apartment,410000,2004,good,gas,2,Brussels
apartment,495000,1958,torenovate,gas,3,Brussels
apartment,525000,1930,good,gas,3,Brussels
apartment,565000,2018,justrenovated,gas,3,Brussels
apartment,598000,2007,good,gas,3,Brussels
apartment,645000,1904,justrenovated,gas,3,Brussels
apartment,650000,2011,justrenovated,gas,2,Brussels
apartment,650000,1967,torenovate,gas,3,Brussels
apartment,675000,1965,good,gas,3,Brussels
apartment,685000,1956,good,fueloil,4,Brussels
