building_type,price,zip,kitchen_type,construction_Year,building_condition,heating_type,bedroom,province
apartment,285000,8670,semiequipped,1992,good,electric,2,West Vlaanderen
apartment,319000,8301,installed,1990,good,electric,2,West Vlaanderen
apartment,523000,8301,installed,1993,justrenovated,gas,3,West Vlaanderen
house,380000,8800,hyperequipped,1986,justrenovated,gas,4,West Vlaanderen
house,385000,8310,installed,1960,torenovate,fueloil,3,West Vlaanderen
house,615000,8500,installed,1923,good,gas,4,West Vlaanderen
house,650000,8490,installed,1986,good,gas,5,West Vlaanderen
house,595000,8490,semiequipped,1973,torenovate,fueloil,3,West Vlaanderen
house,139000,8560,semiequipped,1947,torenovate,pellet,1,West Vlaanderen
house,749000,8200,installed,1932,justrenovated,gas,4,West Vlaanderen
house,379000,8480,installed,1972,good,fueloil,5,West Vlaanderen
house,585000,8500,semiequipped,1967,torenovate,fueloil,5,West Vlaanderen
house,260000,8560,semiequipped,1957,good,fueloil,4,West Vlaanderen
house,249500,8790,installed,1972,good,gas,3,West Vlaanderen
house,245000,8560,semiequipped,1957,good,fueloil,4,West Vlaanderen
house,289000,8850,installed,1998,good,gas,4,West Vlaanderen
house,639000,8750,semiequipped,1984,good,electric,3,West Vlaanderen
house,565000,8400,installed,2008,justrenovated,gas,4,West Vlaanderen
house,490000,8400,installed,1986,good,electric,3,West Vlaanderen
house,255000,8310,installed,1931,torenovate,gas,4,West Vlaanderen
house,219000,8793,installed,1964,torenovate,gas,3,West Vlaanderen
house,285000,8501,semiequipped,2007,good,gas,3,West Vlaanderen
house,220000,8880,semiequipped,1978,torenovate,gas,3,West Vlaanderen
house,150000,8370,installed,1956,torenovate,gas,3,West Vlaanderen
house,149500,8930,semiequipped,1935,torenovate,gas,3,West Vlaanderen
house,289000,8450,semiequipped,1918,justrenovated,gas,3,West Vlaanderen
house,269000,8820,semiequipped,1967,torenovate,fueloil,4,West Vlaanderen
house,320000,8870,semiequipped,1993,good,electric,3,West Vlaanderen
house,249000,8800,installed,1969,torenovate,fueloil,3,West Vlaanderen
house,475000,8610,installed,1957,justrenovated,gas,4,West Vlaanderen
house,336000,8370,installed,1972,torenovate,fueloil,3,West Vlaanderen
house,665000,8000,installed,2006,good,gas,4,West Vlaanderen
house,379000,8540,installed,1962,justrenovated,gas,3,West Vlaanderen
house,320000,8380,hyperequipped,2022,justrenovated,gas,3,West Vlaanderen
house,379000,8000,installed,2021,justrenovated,gas,4,West Vlaanderen
house,440000,8791,installed,1964,good,fueloil,3,West Vlaanderen
house,260000,8870,installed,1941,good,carbon,3,West Vlaanderen
house,348000,8870,installed,1996,justrenovated,gas,2,West Vlaanderen
house,310000,8700,notinstalled,1950,torenovate,electric,3,West Vlaanderen
house,385000,8200,semiequipped,1968,justrenovated,fueloil,3,West Vlaanderen
house,549000,8400,installed,2016,justrenovated,electric,3,West Vlaanderen
house,165000,8820,semiequipped,1938,torenovate,gas,3,West Vlaanderen
house,169000,8501,notinstalled,1937,torenovate,gas,4,West Vlaanderen
house,349000,8300,installed,1939,good,gas,2,West Vlaanderen
house,595000,8460,semiequipped,2018,good,fueloil,2,West Vlaanderen
house,489000,8800,installed,2013,good,gas,4,West Vlaanderen
house,290000,8800,installed,1951,justrenovated,gas,3,West Vlaanderen
house,475000,8792,installed,2005,good,gas,4,West Vlaanderen
house,465000,8810,hyperequipped,2022,justrenovated,gas,3,West Vlaanderen
house,399000,8570,installed,1992,good,electric,3,West Vlaanderen
house,183000,8370,semiequipped,1899,good,gas,2,West Vlaanderen
house,298000,8930,installed,1972,justrenovated,gas,3,West Vlaanderen
house,287000,8500,installed,1968,good,gas,2,West Vlaanderen
house,369000,8800,installed,2004,justrenovated,gas,3,West Vlaanderen
house,759000,8200,installed,1960,good,gas,5,West Vlaanderen
house,189000,8800,installed,1960,good,gas,5,West Vlaanderen
house,295000,8530,semiequipped,1950,justrenovated,gas,4,West Vlaanderen
house,389000,8020,semiequipped,2008,good,gas,4,West Vlaanderen
house,275000,8791,semiequipped,1934,torenovate,gas,3,West Vlaanderen
house,599000,8210,hyperequipped,1968,justrenovated,gas,5,West Vlaanderen
house,325000,8800,installed,1945,justrenovated,gas,4,West Vlaanderen
house,495000,8490,semiequipped,1977,good,fueloil,3,West Vlaanderen
house,298000,8500,installed,1975,torenovate,gas,3,West Vlaanderen
house,310000,8560,installed,2022,justrenovated,gas,3,West Vlaanderen
house,347000,8770,installed,1981,good,gas,3,West Vlaanderen
house,319500,8790,installed,1977,good,gas,3,West Vlaanderen
house,675000,8490,installed,1971,good,fueloil,3,West Vlaanderen
house,550000,8790,installed,1989,good,electric,5,West Vlaanderen
house,180000,8430,installed,1990,good,electric,2,West Vlaanderen
house,239000,8400,installed,1930,torenovate,gas,3,West Vlaanderen
house,569000,8020,installed,1997,good,fueloil,4,West Vlaanderen
house,384000,8340,installed,2018,justrenovated,gas,3,West Vlaanderen
house,165000,8800,installed,1930,torenovate,gas,2,West Vlaanderen
house,190000,8000,installed,1874,torenovate,gas,2,West Vlaanderen
house,195000,8000,installed,1900,torenovate,gas,1,West Vlaanderen
house,219000,8020,installed,1933,good,gas,2,West Vlaanderen
house,275000,8470,installed,1957,torenovate,gas,3,West Vlaanderen
house,325000,8310,installed,1961,good,gas,3,West Vlaanderen
house,325000,8470,installed,1963,good,gas,3,West Vlaanderen
house,345000,8340,installed,1955,good,fueloil,4,West Vlaanderen
house,349000,8490,installed,1949,torenovate,gas,2,West Vlaanderen
house,395000,8800,installed,1964,good,gas,3,West Vlaanderen
house,395000,8792,installed,1964,torenovate,fueloil,4,West Vlaanderen
house,310000,8520,installed,1959,good,gas,3,West Vlaanderen
house,215000,8790,semiequipped,1961,torenovate,fueloil,3,West Vlaanderen
house,695000,8581,installed,1957,justrenovated,gas,5,West Vlaanderen
house,765000,8790,hyperequipped,2000,good,gas,4,West Vlaanderen
apartment,490000,8300,hyperequipped,1969,justrenovated,gas,2,West Vlaanderen
apartment,260169,8770,hyperequipped,2020,good,gas,2,West Vlaanderen
apartment,175000,8760,semiequipped,1996,good,electric,2,West Vlaanderen
apartment,635000,8300,hyperequipped,1995,justrenovated,gas,3,West Vlaanderen
apartment,277500,8850,installed,2020,good,gas,2,West Vlaanderen
apartment,270000,8850,installed,2020,good,gas,2,West Vlaanderen
apartment,150000,8370,semiequipped,1931,good,electric,2,West Vlaanderen
apartment,365000,8620,semiequipped,1970,justrenovated,gas,2,West Vlaanderen
house,210000,8670,installed,2015,good,gas,1,West Vlaanderen
house,465000,8540,semiequipped,1976,torenovate,gas,5,West Vlaanderen
house,497000,8531,installed,1976,justrenovated,fueloil,3,West Vlaanderen
house,210000,8940,installed,1935,torenovate,gas,3,West Vlaanderen
house,358000,8310,hyperequipped,2022,good,gas,3,West Vlaanderen
house,295000,8500,installed,1954,good,gas,3,West Vlaanderen
house,429000,8210,installed,2021,justrenovated,gas,4,West Vlaanderen
house,520000,8790,installed,1971,justrenovated,gas,4,West Vlaanderen
house,475000,8710,hyperequipped,1975,good,gas,4,West Vlaanderen
house,230000,8434,installed,1994,good,electric,2,West Vlaanderen
house,329000,8510,installed,2018,justrenovated,gas,3,West Vlaanderen
house,325000,8530,installed,1984,torenovate,electric,4,West Vlaanderen
house,245000,8210,installed,1976,good,gas,3,West Vlaanderen
house,275000,8420,semiequipped,1936,torenovate,gas,2,West Vlaanderen
house,349000,8480,installed,1977,good,gas,3,West Vlaanderen
house,329000,8480,installed,1984,torenovate,gas,5,West Vlaanderen
house,295000,8660,installed,1928,torenovate,fueloil,3,West Vlaanderen
house,299000,8400,semiequipped,1959,good,gas,4,West Vlaanderen
house,329000,8210,semiequipped,1966,torenovate,gas,3,West Vlaanderen
house,409000,8200,installed,1958,good,gas,3,West Vlaanderen
house,475000,8560,installed,1985,good,gas,4,West Vlaanderen
apartment,265000,8300,semiequipped,2018,good,gas,1,West Vlaanderen
house,265000,8370,installed,1958,good,gas,3,West Vlaanderen
house,795000,8792,hyperequipped,1957,good,fueloil,3,West Vlaanderen
house,695000,8580,installed,1957,justrenovated,gas,5,West Vlaanderen
house,585000,8000,installed,1934,justrenovated,electric,5,West Vlaanderen
house,489000,8820,hyperequipped,1881,good,gas,3,West Vlaanderen
house,365000,8620,installed,1979,torenovate,gas,4,West Vlaanderen
house,349000,8551,installed,2011,good,gas,3,West Vlaanderen
house,575000,8000,hyperequipped,1936,justrenovated,gas,3,West Vlaanderen
house,249000,8793,semiequipped,1978,torenovate,electric,3,West Vlaanderen
house,595000,8430,semiequipped,2005,good,gas,3,West Vlaanderen
house,599000,8610,installed,1974,torenovate,fueloil,4,West Vlaanderen
house,215000,8790,semiequipped,1997,good,gas,2,West Vlaanderen
house,225000,8710,semiequipped,1952,torenovate,fueloil,3,West Vlaanderen
house,369000,8540,semiequipped,1975,good,electric,3,West Vlaanderen
house,249000,8310,installed,1934,torenovate,gas,4,West Vlaanderen
house,599000,8000,semiequipped,1923,good,gas,6,West Vlaanderen
apartment,229000,8470,installed,2021,good,gas,2,West Vlaanderen
apartment,199750,8600,semiequipped,2018,good,gas,1,West Vlaanderen
house,549000,8710,semiequipped,2021,good,gas,3,West Vlaanderen
apartment,650000,8300,semiequipped,1985,good,gas,2,West Vlaanderen
apartment,240000,8400,semiequipped,1936,good,electric,2,West Vlaanderen
apartment,139000,8420,semiequipped,1968,good,gas,2,West Vlaanderen
apartment,205000,8500,installed,1967,good,gas,2,West Vlaanderen
apartment,595000,8200,semiequipped,2018,good,gas,2,West Vlaanderen
apartment,549000,8301,hyperequipped,2005,good,gas,2,West Vlaanderen
house,750000,8400,installed,1971,justrenovated,fueloil,3,West Vlaanderen
apartment,745000,8300,semiequipped,2002,justrenovated,gas,3,West Vlaanderen
apartment,699000,8620,installed,1998,good,electric,2,West Vlaanderen
apartment,675000,8400,installed,1964,justrenovated,gas,3,West Vlaanderen
house,319000,8400,semiequipped,1907,torenovate,gas,6,West Vlaanderen
house,384000,8560,semiequipped,1976,justrenovated,gas,3,West Vlaanderen
apartment,399000,8400,installed,2012,justrenovated,gas,3,West Vlaanderen
apartment,385000,8660,installed,1990,justrenovated,electric,2,West Vlaanderen
apartment,375000,8400,installed,1968,justrenovated,electric,2,West Vlaanderen
house,375000,8530,installed,1969,good,fueloil,2,West Vlaanderen
apartment,359000,8660,installed,1990,justrenovated,electric,2,West Vlaanderen
apartment,350000,8620,installed,2009,good,electric,1,West Vlaanderen
apartment,344000,8660,installed,1979,justrenovated,gas,2,West Vlaanderen
house,695000,8301,hyperequipped,1953,good,gas,4,West Vlaanderen
apartment,319500,8400,installed,2007,good,electric,3,West Vlaanderen
apartment,299000,8430,installed,1959,justrenovated,electric,2,West Vlaanderen
apartment,289000,8820,installed,2015,good,gas,2,West Vlaanderen
house,495000,8800,hyperequipped,2007,torenovate,gas,4,West Vlaanderen
apartment,255000,8620,installed,1979,justrenovated,electric,1,West Vlaanderen
house,695000,8730,hyperequipped,2013,good,gas,5,West Vlaanderen
apartment,249000,8400,installed,1979,justrenovated,gas,2,West Vlaanderen
apartment,235000,8400,installed,1958,justrenovated,gas,2,West Vlaanderen
house,645000,8310,hyperequipped,1965,good,gas,2,West Vlaanderen
house,598000,8200,semiequipped,1971,torenovate,gas,5,West Vlaanderen
apartment,139000,8400,installed,2004,good,electric,1,West Vlaanderen
house,560000,8660,semiequipped,1939,good,gas,5,West Vlaanderen
apartment,269000,8210,installed,1985,good,gas,3,West Vlaanderen
house,259000,8460,installed,1977,torenovate,fueloil,4,West Vlaanderen
house,342450,8610,installed,2022,good,gas,3,West Vlaanderen
house,495000,8470,installed,1992,good,gas,4,West Vlaanderen
house,497000,8620,hyperequipped,1926,justrenovated,gas,3,West Vlaanderen
apartment,645000,8660,semiequipped,1990,justrenovated,electric,3,West Vlaanderen
apartment,399000,8434,semiequipped,2004,good,gas,2,West Vlaanderen
apartment,399000,8434,semiequipped,2010,good,gas,3,West Vlaanderen
apartment,380000,8400,semiequipped,1978,torenovate,gas,2,West Vlaanderen
apartment,339000,8400,semiequipped,2019,justrenovated,gas,2,West Vlaanderen
apartment,285000,8434,hyperequipped,1966,good,gas,2,West Vlaanderen
house,208500,8400,installed,1943,good,gas,3,West Vlaanderen
house,215000,8850,notinstalled,1934,good,gas,2,West Vlaanderen
house,215000,8870,installed,1895,torenovate,gas,3,West Vlaanderen
apartment,275000,8400,semiequipped,1959,justrenovated,gas,2,West Vlaanderen
house,240000,8620,semiequipped,1976,torenovate,gas,4,West Vlaanderen
house,270000,8460,installed,1918,torenovate,gas,3,West Vlaanderen
apartment,269000,8800,semiequipped,2003,justrenovated,gas,2,West Vlaanderen
house,279000,8400,installed,1958,torenovate,gas,3,West Vlaanderen
apartment,245000,8800,installed,2002,justrenovated,electric,2,West Vlaanderen
house,285000,8790,installed,1937,good,gas,3,West Vlaanderen
apartment,245000,8430,hyperequipped,1963,torenovate,gas,3,West Vlaanderen
house,299000,8700,installed,1937,justrenovated,gas,4,West Vlaanderen
apartment,231000,8500,hyperequipped,1974,justrenovated,gas,1,West Vlaanderen
apartment,205000,8400,semiequipped,2019,good,gas,1,West Vlaanderen
apartment,195000,8430,semiequipped,1970,justrenovated,electric,1,West Vlaanderen
house,349000,8800,installed,2009,justrenovated,gas,5,West Vlaanderen
apartment,180000,8500,hyperequipped,1974,justrenovated,gas,1,West Vlaanderen
apartment,155000,8434,hyperequipped,1931,good,gas,2,West Vlaanderen
apartment,139500,8620,semiequipped,1979,justrenovated,gas,1,West Vlaanderen
apartment,715000,8300,hyperequipped,1999,torenovate,gas,2,West Vlaanderen
apartment,439000,8400,semiequipped,1962,good,gas,3,West Vlaanderen
apartment,365000,8400,hyperequipped,2022,good,gas,2,West Vlaanderen
apartment,645000,8300,hyperequipped,1970,justrenovated,gas,2,West Vlaanderen
house,795000,8790,semiequipped,1978,justrenovated,gas,3,West Vlaanderen
apartment,525000,8300,installed,1969,good,gas,2,West Vlaanderen
apartment,230000,8420,semiequipped,2009,justrenovated,gas,1,West Vlaanderen
apartment,549000,8420,hyperequipped,2004,justrenovated,gas,3,West Vlaanderen
apartment,279000,8400,semiequipped,2003,good,gas,2,West Vlaanderen
apartment,765000,8300,hyperequipped,1913,torenovate,gas,1,West Vlaanderen
apartment,285000,8700,installed,2018,good,gas,2,West Vlaanderen
apartment,675000,8300,hyperequipped,1967,justrenovated,gas,2,West Vlaanderen
house,225000,8530,installed,1899,good,fueloil,4,West Vlaanderen
house,349000,8370,installed,1956,good,gas,4,West Vlaanderen
apartment,595000,8300,hyperequipped,2004,justrenovated,gas,2,West Vlaanderen
apartment,535000,8300,hyperequipped,1975,justrenovated,gas,1,West Vlaanderen
apartment,529000,8370,installed,1987,justrenovated,electric,3,West Vlaanderen
apartment,459000,8670,installed,1975,torenovate,gas,2,West Vlaanderen
house,165000,8792,semiequipped,1918,torenovate,pellet,2,West Vlaanderen
apartment,459000,8400,hyperequipped,1975,justrenovated,gas,2,West Vlaanderen
house,179500,8870,semiequipped,1932,torenovate,gas,4,West Vlaanderen
apartment,450000,8430,installed,2014,justrenovated,gas,2,West Vlaanderen
house,220000,8434,installed,1930,good,gas,4,West Vlaanderen
house,224000,8430,notinstalled,1918,torenovate,gas,4,West Vlaanderen
apartment,385000,8430,installed,2004,justrenovated,electric,2,West Vlaanderen
apartment,379900,8670,installed,2006,justrenovated,gas,2,West Vlaanderen
apartment,358000,8370,installed,2014,justrenovated,gas,3,West Vlaanderen
house,249000,8400,semiequipped,1930,torenovate,gas,4,West Vlaanderen
apartment,350000,8370,hyperequipped,1976,justrenovated,gas,2,West Vlaanderen
apartment,319000,8400,installed,1958,justrenovated,gas,2,West Vlaanderen
apartment,310000,8660,installed,1966,justrenovated,gas,3,West Vlaanderen
house,269000,8770,semiequipped,1960,torenovate,fueloil,4,West Vlaanderen
house,279000,8000,installed,1978,good,gas,3,West Vlaanderen
house,795000,8750,semiequipped,1986,good,gas,4,West Vlaanderen
apartment,155000,8870,installed,1978,good,gas,2,West Vlaanderen
apartment,239000,8620,installed,1977,torenovate,gas,2,West Vlaanderen
apartment,399000,8400,installed,1958,good,gas,3,West Vlaanderen
house,198000,8430,installed,1990,justrenovated,electric,2,West Vlaanderen
apartment,795000,8300,semiequipped,1978,justrenovated,gas,2,West Vlaanderen
apartment,780000,8620,semiequipped,2017,justrenovated,gas,2,West Vlaanderen
apartment,775000,8300,hyperequipped,1992,justrenovated,gas,2,West Vlaanderen
apartment,650000,8300,hyperequipped,1992,justrenovated,gas,2,West Vlaanderen
apartment,650000,8300,hyperequipped,1992,justrenovated,gas,2,West Vlaanderen
apartment,599000,8300,installed,1962,justrenovated,gas,2,West Vlaanderen
apartment,595000,8620,installed,2002,good,electric,4,West Vlaanderen
apartment,590000,8300,hyperequipped,1981,justrenovated,gas,2,West Vlaanderen
apartment,485000,8620,semiequipped,2000,justrenovated,electric,3,West Vlaanderen
apartment,399000,8660,installed,1977,justrenovated,electric,2,West Vlaanderen
apartment,375000,8800,hyperequipped,2003,justrenovated,gas,4,West Vlaanderen
apartment,282000,8530,hyperequipped,1980,justrenovated,gas,2,West Vlaanderen
apartment,279000,8700,installed,2016,good,gas,2,West Vlaanderen
apartment,235000,8400,installed,2014,good,gas,2,West Vlaanderen
apartment,279000,8450,installed,2005,justrenovated,electric,2,West Vlaanderen
apartment,259000,8200,semiequipped,1969,good,fueloil,3,West Vlaanderen
house,399000,8310,semiequipped,1994,justrenovated,gas,3,West Vlaanderen
apartment,230000,8970,installed,1953,justrenovated,gas,1,West Vlaanderen
apartment,229000,8400,installed,2009,justrenovated,gas,3,West Vlaanderen
apartment,225000,8400,semiequipped,1993,torenovate,gas,1,West Vlaanderen
apartment,210000,8400,semiequipped,1965,torenovate,gas,2,West Vlaanderen
